Nombre completo,Lugar de nacimiento (país),Nacionalidad,Posición principal,Club actual,Proveedor,Fin de contrato,Fecha de fichaje,comprado_por,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,overallrating,potential,jumping,understat_goals,strength,vision,headingaccuracy,ballcontrol,acceleration,interceptions,understat_matches,reactions,longpassing,dribbling,understat_assists,standingtackle,understat_minutes,penalties,Valor de mercado actual (numérico),Cluster
Aurélien Djani Tchouameni,32.0,145,0,78,6.0,30/06/2028,01/07/2022,3.965450061153705,-0.4183560509895422,-0.4727409147894356,-0.2736007197021602,-0.2751190650723473,-0.5149655689685982,1.6575789067891142,1.7439582774143083,1.1484496635161938,0.240140631153095,1.1055781537597795,1.2709250661058973,0.8433984745415016,0.7698432784357282,0.4434277744517848,1.184673102708809,0.3971646642197643,1.3204730911035474,1.4144561687369164,0.6915790467228371,-0.2744561497713605,1.1208961223878633,0.4880891926043758,0.2248379721874887,80000000.0,3
Jude Victor William Bellingham,46.0,207,0,78,14.0,30/06/2029,01/07/2023,,-0.1770710323474654,-0.32257332693702,-0.3759145109749066,-0.6189851472620966,-0.4677429719217884,2.6961621817196377,3.148477660801607,1.1484496635161938,4.797575911479122,0.933519800647264,1.9842012787876768,0.8433984745415016,1.211706337153717,0.90241748578299,1.141226283720838,0.4944281766183333,2.4950544738652547,1.7457539897010046,1.2261648288478095,2.0349179723379334,0.9509912957359712,0.8797862384628247,1.337008585791943,180000000.0,3
luka-modric,95.0,93,0,78,6.0,30/06/2025,27/08/2012,,-0.2253280360758808,-0.4226850521719638,-0.5293851978840262,-0.1768716130181332,-0.4205203748749785,1.830676119277535,1.342667025017937,-0.5452438537952135,-0.0446990738672816,-0.9591220835904054,1.8415460362513207,-0.1616044741495156,1.2669392194934654,0.5089977332133855,0.9674390077689532,0.8834822262126095,1.450982133632626,1.7457539897010046,0.9831712915182764,2.0349179723379334,0.6536578490951598,0.1461658045069454,1.863826244867737,5000000.0,1
Eduardo Celmi Camavinga,3.0,168,0,78,6.0,30/06/2029,31/08/2021,,-0.2735850398042961,-0.5728526400243794,-0.4782283022476529,-0.2751190650723473,-0.2788525837345488,1.4844816943006938,2.345895156008865,0.8661674106309593,-0.6143784839080351,0.8474906240910064,1.4135803086422531,0.2906468527614421,1.046007690134471,0.90241748578299,1.141226283720838,0.7862187138140405,1.3204730911035474,1.4144561687369164,0.9831712915182764,0.1874186746504982,1.0784199157248902,0.3344400751681887,0.6345850403575508,70000000.0,3
Daniel Ceballos Fernández,28.0,113,0,78,6.0,30/06/2027,14/07/2017,,-0.2735850398042961,-0.1223498764671326,-0.0689731371566674,-0.5207376952078825,-0.2316299866877389,0.965190056835432,0.33943889402701,-1.3920906124509171,-0.6143784839080351,-0.78706373047789,1.2709250661058973,-0.8651065382332277,0.935541925454974,0.1155779806437811,0.9674390077689532,-0.2836799225702189,0.6679278784581544,1.2156774761584637,0.93457258405237,0.1874186746504982,0.6961340557581328,-1.0624684502551742,0.2248379721874887,10000000.0,0
Frenkie de Jong,69.0,275,0,36,6.0,30/06/2026,01/07/2019,,-0.514870058446373,-0.2224616017020763,-0.3759145109749066,-0.3733665171265614,-0.4205203748749785,2.0037733317659554,1.7439582774143083,0.8661674106309593,-0.0446990738672816,0.3313155647534601,1.7702184149831428,0.692648032237849,1.1564734548139683,0.8368475270213891,1.141226283720838,-0.2836799225702189,1.9730183037489404,1.6132348613153693,1.0803687064500898,-0.7363309741932195,0.7810864690840789,0.1115406512818891,0.1077673812817567,45000000.0,1
Daniel Olmo Carvajal,28.0,113,0,36,14.0,30/06/2030,09/08/2024,3.965450061153705,-0.1288140286190501,-0.1223498764671326,-0.222443824065787,-0.2751190650723473,-0.3260751807813587,1.830676119277535,1.5433126512161228,-1.2039024438607608,0.5249803361734717,-1.3032387898154365,1.627563172446787,-0.764606243364126,1.1012405724742198,0.7057076094981877,0.0550558090215572,0.4944281766183333,1.8425092612198617,1.2156774761584637,1.1289674139159962,0.6492934990723571,-0.2808186974902472,0.7066604723375434,0.8687262221690149,60000000.0,1
Fermín López Marín,28.0,113,0,36,13.0,30/06/2029,01/07/2023,-0.657695353253497,-0.4666130547179576,-0.1724057390846044,-0.4782283022476529,-0.5207376952078825,-0.5149655689685982,0.6189956318585909,1.5433126512161228,-0.2629616009099789,1.6643391562549783,-2.249559731934271,1.1282698235695414,0.8936486219760524,0.7146103960959796,0.5745676919749862,0.5329708178892408,0.7862187138140405,0.5374188359290758,0.8843796551943754,0.7887764616546502,-0.7363309741932195,0.7386102624211058,-0.0983743401450143,0.6931203358104168,50000000.0,1
Marc Casadó Torras,28.0,113,0,36,6.0,30/06/2028,01/07/2024,-0.4873281855533991,-0.2735850398042961,-0.1724057390846044,-0.3247576153385333,-0.4716139691807754,-0.2788525837345488,0.0997039943933291,1.5433126512161228,-0.9216201909755262,-0.6143784839080351,-1.3892679663716938,0.9856145810331854,0.1901465578923404,0.6041446314164824,-0.081131895641021,0.7936517318170682,-2.0344231457444617,0.2764007508709185,1.0168987835800107,0.6429803392569305,-0.7363309741932195,0.7810864690840789,-1.6521780911194133,-0.3605149823411713,30000000.0,1
Pablo Torre Carral,28.0,113,0,36,14.0,30/06/2026,01/07/2022,-0.4486083747124678,-0.1288140286190501,-0.3726291895544919,-0.1201300327930406,-0.3733665171265614,-0.4205203748749785,-0.0733932180950914,1.1420213988197518,-1.7684669496312295,-0.6143784839080351,-1.8194138491529823,0.9142869597650076,-0.8651065382332277,0.4936788667369852,0.5745676919749862,-0.4663060188340975,0.2999011518211952,-0.3761444617744744,0.8181200910015578,0.594381631791024,0.1874186746504982,-0.3657711108161933,-0.9802337113456656,0.6345850403575508,7500000.0,0
Marc Bernal Casas,28.0,113,0,36,,30/06/2026,01/07/2024,-0.6034876180761931,-0.2735850398042961,-0.4727409147894356,-0.5293851978840262,-0.1768716130181332,-0.6094107630622181,-1.458170918002456,1.1420213988197518,-1.2039024438607608,-0.6143784839080351,-0.2708886711403437,0.4149936108877619,-0.5133555061913716,0.1622815726984937,-0.2778417719258232,0.3591835419373558,-2.0344231457444617,-1.5507258445361818,0.3543031416518344,-0.0860002727316681,-0.7363309741932195,0.4412768157802945,-1.6521780911194133,-0.6531914596055014,5000000.0,2
Daniel José Rodríguez Vázquez,28.0,113,0,73,7.0,30/06/2026,01/07/2018,,-0.3218420435327115,-0.4226850521719638,-0.3247576153385333,-0.5207376952078825,-0.4205203748749785,-1.9774625554677177,1.1420213988197518,-2.897595961172168,-0.0446990738672816,-2.163530555378013,-0.0842997379894837,-1.2671077177096346,-0.2243486036797464,0.377857815690184,-1.3352423985935222,1.2725362758068857,-1.8117439295943392,-0.9046285780117004,0.1083945571319581,1.111168323494216,-1.3427238640645731,1.2271198067516702,0.4004438585460868,900000.0,2
Marcos Llorente Moreno,28.0,113,0,15,6.0,30/06/2027,01/07/2019,,-0.2253280360758808,-0.5728526400243794,-0.5805420935203993,-0.3242427910994543,-0.1371847925941191,1.4844816943006938,0.9413757726215664,1.0543555792211157,1.0946597462142251,0.675432270978491,1.1282698235695414,0.4413972950650947,0.7146103960959796,1.2958372383525942,1.0543326457448956,1.369799788205455,1.1899640485744687,1.149417911965646,0.8373751691205569,1.111168323494216,1.0784199157248902,1.1275724912296334,0.8101909267161488,28000000.0,1
Pablo Barrios Rivas,28.0,113,0,15,,30/06/2028,23/01/2023,-0.6422074289171245,-0.6113840659032037,-0.1223498764671326,-0.4270714066112797,-0.2259953390452402,-0.3732977778281686,0.7920928443470114,1.5433126512161228,0.1134147362703337,-0.6143784839080351,-0.184859494584086,1.1282698235695414,-0.0611041792804139,0.8250761607754767,0.90241748578299,0.9674390077689532,0.1053741270240572,0.6679278784581544,1.149417911965646,0.8373751691205569,-0.2744561497713605,0.7810864690840789,0.0357981286020786,0.6345850403575508,50000000.0,1
Juan Guillermo Cuadrado Bello,16.0,84,0,13,14.0,30/06/2025,26/08/2024,-0.6034876180761931,2.9596342099995328,2.981113605816123,2.8469699141166043,3.114418030798039,3.026729209542143,0.7920928443470114,0.1387932678288245,-0.4511497695001353,-0.6143784839080351,0.073228035084687,-1.082886435743975,-2.1716103715315502,-2.599362544288936,-1.3925310708730354,-1.6393701315093208,-1.1590515341573402,-0.2456354192453958,-2.561117682832141,-2.321540816163371,-0.7363309741932195,-1.809962137357277,-0.5928648096403488,-1.5312208913984915,1000000.0,0
thomas-lemar,39.0,155,0,15,14.0,30/06/2027,01/07/2018,,-0.3218420435327115,-0.1223498764671326,-0.222443824065787,-0.5207376952078825,-0.184407389640929,0.6189956318585909,-0.0618523583693609,-0.4511497695001353,-0.6143784839080351,-1.045151260146663,1.1995974448377194,-0.2118546215840664,0.7698432784357282,0.8368475270213891,0.8370985508050394,-1.9371596333458925,0.6679278784581544,0.9506392193871932,0.8859738765864634,-0.7363309741932195,0.8235626757470519,-1.472560108764434,1.044332108527613,5000000.0,0
conor-gallagher,46.0,207,0,15,,30/06/2029,21/08/2024,3.191053844335078,-0.514870058446373,-0.5728526400243794,-0.1201300327930406,-0.4224902431536684,-0.4205203748749785,1.1382872693238526,1.5433126512161228,0.5838851577457247,0.8098200411938484,0.7614614475347486,1.1282698235695414,0.3911471476305438,0.8250761607754767,0.3122878569285833,1.0543326457448956,1.369799788205455,1.1899640485744687,1.2156774761584637,0.6915790467228371,2.496792796759792,1.0359437090619172,1.7670557898548909,0.6931203358104168,40000000.0,1
Iñigo Ruiz de Galarreta Etxeberria,28.0,113,0,14,,30/06/2025,01/07/2023,-0.4486083747124678,-0.2735850398042961,-0.5728526400243794,-0.222443824065787,-0.5207376952078825,-0.2788525837345488,0.965190056835432,0.33943889402701,-0.1688675166149007,-0.3295387788876583,0.073228035084687,1.1282698235695414,-0.362605063887719,0.7146103960959796,0.6401376507365869,0.9674390077689532,0.5916916890169024,0.9289459635163116,1.149417911965646,0.6429803392569305,-0.2744561497713605,0.993467502398944,0.65147663438511,-0.2434443914354393,4000000.0,0
Beñat Prados Díaz,28.0,113,0,14,,30/06/2031,01/07/2022,-0.6344634667489382,-0.1288140286190501,-0.4727409147894356,-0.222443824065787,-0.4224902431536684,-0.4677429719217884,0.6189956318585909,1.1420213988197518,0.4897910734506465,-0.6143784839080351,0.3313155647534601,0.9142869597650076,0.5921477373687473,0.5489117490767338,0.4434277744517848,0.8805453697930107,0.2999011518211952,0.798436920987233,0.8181200910015578,0.3999868019273976,-0.7363309741932195,0.908515089072998,-0.0875539797621842,-0.2434443914354393,18000000.0,0
Oihan Sancet Tirapu,28.0,113,0,14,,30/06/2032,04/08/2020,,-0.1288140286190501,-0.32257332693702,-0.5805420935203993,-0.1277478869910261,-0.5149655689685982,1.4844816943006938,1.9446039036124936,1.33663783210635,0.5249803361734717,0.933519800647264,1.484907929910431,1.094649211714256,0.8803090431152254,0.4434277744517848,0.6633112748531544,0.6889552014154714,1.5814911761617043,1.0831583477728284,0.9831712915182764,1.5730431479160747,0.5687054357692136,0.5443550665950923,1.512614472150541,60000000.0,1
Mikel Jauregizar Alboniga,28.0,113,0,14,,30/06/2027,01/07/2024,-0.6189755424125657,-0.5631270621747884,-0.4226850521719638,-0.6316989891567725,-0.2259953390452402,-0.5621881660154082,0.0997039943933291,1.342667025017937,-0.4511497695001353,-0.6143784839080351,0.2452863881972024,0.7716317172286516,-0.5133555061913716,0.5489117490767338,0.377857815690184,0.7067580938411258,-1.5481055837516164,0.4069097933999971,0.8843796551943754,0.4485855093933042,-0.7363309741932195,0.866038882410025,-1.5158415502957543,-0.8287973459640995,20000000.0,0
Mikel Vesga Arruti,28.0,113,0,14,,30/06/2027,01/07/2016,,-0.2735850398042961,-0.32257332693702,-0.0689731371566674,-0.5698614212349895,-0.2316299866877389,-0.0733932180950914,-0.8644348631621029,-0.2629616009099789,0.240140631153095,1.2776365068722948,0.6289764746922957,0.5921477373687473,0.3279802197177395,-2.179370576012244,0.8370985508050394,0.3971646642197643,0.1458917083418399,0.9506392193871932,0.0597958496660516,-0.2744561497713605,0.8235626757470519,-0.0096473850058076,1.571149767603407,3000000.0,0
Unai Gómez Etxebarria,28.0,113,0,14,,30/06/2028,01/07/2023,-0.6731832775898695,-0.4183560509895422,-0.2224616017020763,-0.3759145109749066,-0.5207376952078825,-0.3732977778281686,-0.5926848555603532,0.33943889402701,0.1134147362703337,-0.0446990738672816,-0.0988303180278283,0.5576488534241177,0.4413972950650947,0.3279802197177395,0.2467178981669826,-1.291795579605551,0.2026376394226262,0.0153826658127613,0.4868222700374697,0.3999868019273976,-0.7363309741932195,-0.917961797434843,-0.756252251421083,-0.4190502777940373,6000000.0,0
Sergi Altimira Clavell,28.0,113,0,77,,30/06/2029,11/08/2023,-0.657695353253497,-0.3218420435327115,-0.4727409147894356,-0.4270714066112797,-0.2751190650723473,-0.4205203748749785,0.2728012068817497,0.740730146423381,-0.0747734323198225,-0.3295387788876583,0.4173447413097179,0.9142869597650076,0.4413972950650947,0.4936788667369852,-0.6056915657338268,0.8805453697930107,-0.8672609969616332,0.5374188359290758,0.8843796551943754,0.3999868019273976,-0.7363309741932195,0.8235626757470519,-1.05381216194891,-0.3019796868883053,10000000.0,0
Marc Roca Junqué,28.0,113,0,77,6.0,30/06/2029,01/07/2024,0.0160293553787081,-0.2735850398042961,-0.32257332693702,-0.3247576153385333,-0.3733665171265614,-0.4677429719217884,0.6189956318585909,0.1387932678288245,0.0193206519752555,-0.0446990738672816,0.5033739178659755,1.0569422023013637,0.5418975899341965,0.5489117490767338,-0.6056915657338268,0.8805453697930107,0.2999011518211952,0.5374188359290758,1.149417911965646,0.4971842168592107,0.1874186746504982,0.866038882410025,0.5248784179059981,0.9857968130747468,8000000.0,0
giovani-lo-celso,5.0,46,0,77,7.0,30/06/2028,30/08/2024,0.5581067071517468,-0.3700990472611269,-0.5227967774069076,-0.3759145109749066,-0.1277478869910261,-0.184407389640929,1.1382872693238526,0.5400845202251955,-0.1688675166149007,-0.0446990738672816,-0.0128011414715706,1.484907929910431,0.1901465578923404,0.935541925454974,0.1811479394053818,0.6198644558651832,-0.0891528977730808,1.0594550060453902,1.281937040351281,0.9831712915182764,0.1874186746504982,0.6961340557581328,-1.159851693700645,0.8101909267161488,20000000.0,1
William Silva de Carvalho,3.0,293,0,77,,30/06/2026,13/07/2018,,-0.5631270621747884,-0.5728526400243794,-0.6316989891567725,-0.1768716130181332,-0.184407389640929,0.965190056835432,0.33943889402701,0.3956969891555683,-0.3295387788876583,1.793811566209841,1.2709250661058973,0.5921477373687473,0.7698432784357282,-0.9335413595418304,1.0108858267569245,-0.0891528977730808,0.4069097933999971,1.281937040351281,0.8859738765864634,0.6492934990723571,0.7386102624211058,-1.0105307204175895,0.5175144494518188,2000000.0,0
Pablo Fornals Malla,28.0,113,0,77,6.0,30/06/2029,01/02/2024,0.6355463288336095,-0.4183560509895422,-0.32257332693702,-0.2736007197021602,-0.5207376952078825,-0.1371847925941191,0.4458984193701703,-0.2624979845675464,-0.7334320223853699,0.240140631153095,-0.184859494584086,1.1995974448377194,-0.4128552113222699,0.659377513756231,0.0500080218821804,0.7067580938411258,-0.7699974845630642,0.4069097933999971,0.9506392193871932,0.594381631791024,0.1874186746504982,0.6536578490951598,-0.3872779623665773,0.2248379721874887,6000000.0,0
Mateo Flores Lozano,,113,0,18,,30/06/2029,01/07/2023,,-0.514870058446373,-0.2725174643195482,-0.4270714066112797,-0.3733665171265614,-0.3732977778281686,-1.6312681304908767,-0.0618523583693609,-0.6393379380902917,,-0.5289762008091169,0.1296831258150501,-0.1616044741495156,-0.1138828390002492,0.1155779806437811,0.3591835419373558,,-1.0286896744198677,0.1555244490733816,-0.0374015652657615,,0.3563244024543484,,-0.1263738005297073,1000000.0,2
Martín Zubimendi Ibáñez,28.0,113,0,80,,30/06/2027,10/09/2020,,-0.514870058446373,-0.5728526400243794,-0.2736007197021602,-0.1768716130181332,-0.2316299866877389,1.311384481812273,1.5433126512161228,-0.0747734323198225,0.5249803361734717,-0.0988303180278283,1.3422526873740752,0.340897000195993,0.8803090431152254,0.1155779806437811,1.184673102708809,0.7862187138140405,1.5814911761617043,1.3481966045440987,0.6429803392569305,-0.2744561497713605,1.0784199157248902,1.200068905794595,-0.3605149823411713,60000000.0,1
Luka Sučić,6.0,93,0,80,,30/06/2029,02/08/2024,0.4806670854698842,-0.1288140286190501,-0.2725174643195482,-0.3759145109749066,-0.3242427910994543,-0.5149655689685982,0.2728012068817497,1.1420213988197518,0.6779792420408028,-0.0446990738672816,0.3313155647534601,0.9856145810331854,0.1901465578923404,0.6041446314164824,0.9679874445445906,0.7067580938411258,0.8834822262126095,0.4069097933999971,0.8843796551943754,0.6915790467228371,2.0349179723379334,0.3563244024543484,0.1461658045069454,0.8101909267161488,18000000.0,0
Brais Méndez Portela,28.0,113,0,80,,30/06/2028,06/07/2022,0.7129859505154722,-0.3700990472611269,-0.6229085026418513,-0.3759145109749066,-0.2751190650723473,-0.4677429719217884,1.1382872693238526,0.5400845202251955,0.6779792420408028,0.8098200411938484,0.3313155647534601,1.484907929910431,0.6423978848032982,0.935541925454974,0.3122878569285833,0.2722899039614134,0.8834822262126095,1.3204730911035474,1.281937040351281,0.93457258405237,2.0349179723379334,0.5262292291062406,0.9706772656785972,1.4540791766976748,28000000.0,1
Захарян Арсен Норайрович,80.0,311,0,80,6.0,30/06/2029,19/08/2023,0.4806670854698842,-0.3218420435327115,-0.1724057390846044,-0.2736007197021602,-0.2259953390452402,-0.3732977778281686,-0.0733932180950914,1.1420213988197518,-0.7334320223853699,-0.3295387788876583,-1.3892679663716938,0.7716317172286516,-0.362605063887719,0.4384459843972366,0.9679874445445906,-0.2056251049062701,0.5916916890169024,0.0153826658127613,0.8843796551943754,0.3999868019273976,0.1874186746504982,-0.110913870838355,-0.3158635838398989,0.5175144494518188,15000000.0,0
Jon Ander Olasagasti Imizcoz,28.0,113,0,80,,30/06/2027,01/07/2023,-0.6034876180761931,-0.1770710323474654,-0.2224616017020763,-0.1712869284294138,-0.4716139691807754,-0.2788525837345488,-0.5926848555603532,-0.2624979845675464,-0.1688675166149007,-0.6143784839080351,-0.0128011414715706,0.2723383683514059,0.2906468527614421,0.1622815726984937,-0.081131895641021,0.6633112748531544,-0.8672609969616332,-0.1151263767163172,0.7518605268087402,0.011197142200145,-0.7363309741932195,0.6961340557581328,-1.301598414715719,0.4589791539989528,2500000.0,0
Beñat Turrientes Imaz,28.0,113,0,80,,30/06/2030,07/08/2022,-0.4486083747124678,-0.514870058446373,-0.32257332693702,-0.5293851978840262,-0.2751190650723473,-0.4677429719217884,-0.5926848555603532,0.33943889402701,-0.827526106680448,-0.6143784839080351,-0.8730929070341477,0.4863212321559398,-0.1113543267149647,0.383213102057488,0.0500080218821804,0.5329708178892408,0.5916916890169024,-0.506653504303553,0.8181200910015578,0.351388094461491,-0.2744561497713605,0.4412768157802945,0.1916113181148317,0.2833732676403547,16000000.0,0
Pablo Marín Tejada,28.0,113,0,80,,30/06/2028,01/07/2024,-0.5647678072352618,-0.514870058446373,-0.5227967774069076,-0.5805420935203993,-0.1277478869910261,-0.2316299866877389,-1.2850737055140355,0.33943889402701,-1.1098083595656825,-0.6143784839080351,-0.8730929070341477,0.0583555045468721,-0.2621047690186173,0.1622815726984937,0.1155779806437811,0.3157367229493846,-2.0344231457444617,-1.1591987169489462,0.4868222700374697,0.3027893869955845,-0.7363309741932195,0.1439433691394832,-1.624045154124055,-0.4190502777940373,3000000.0,2
Daniel Parejo Muñoz,28.0,113,0,108,,30/06/2026,12/08/2020,,-0.6113840659032037,-0.4226850521719638,-0.2736007197021602,-0.1768716130181332,-0.4677429719217884,1.311384481812273,0.740730146423381,-0.6393379380902917,0.240140631153095,-0.0988303180278283,1.912873657519499,0.2403967053268912,0.9907748077947226,-0.9335413595418304,1.0108858267569245,0.9807457386111784,0.4069097933999971,1.480715732929734,0.6429803392569305,1.5730431479160747,0.7386102624211058,1.1513772840718597,2.039432131226335,2000000.0,0
Santiago Comesaña Veiga,28.0,113,0,108,14.0,30/06/2028,01/07/2023,-0.1001300771440858,-0.4666130547179576,-0.32257332693702,-0.3247576153385333,-0.5698614212349895,-0.4205203748749785,0.4458984193701703,-0.2624979845675464,-0.0747734323198225,-0.0446990738672816,0.5033739178659755,0.7003040959604736,0.4413972950650947,0.5489117490767338,-0.5401216069722261,0.8370985508050394,0.3971646642197643,0.798436920987233,1.0831583477728284,0.594381631791024,-0.7363309741932195,0.993467502398944,0.1158687954350212,0.1077673812817567,8000000.0,0
Denis Suárez Fernández,28.0,113,0,108,6.0,30/06/2026,01/07/2023,-0.2937291313487425,-0.3700990472611269,-0.1724057390846044,-0.3759145109749066,-0.5207376952078825,-0.5149655689685982,-0.0733932180950914,-0.8644348631621029,-1.3920906124509171,-0.6143784839080351,-1.2172096132591783,0.9856145810331854,-0.4631053587568208,0.5489117490767338,-0.0155619368794202,0.4895239989012696,-1.839896120947324,0.5374188359290758,0.9506392193871932,0.4971842168592107,-0.7363309741932195,0.3563244024543484,-1.5407283791762636,0.6931203358104168,1300000.0,0
Oriol Romeu Vidal,28.0,113,0,43,4.0,30/06/2025,05/08/2024,,-0.2735850398042961,-0.1724057390846044,-0.3759145109749066,-0.3242427910994543,-0.0899621955473092,0.4458984193701703,-0.2624979845675464,0.4897910734506465,-0.6143784839080351,1.1916073303160373,0.6289764746922957,0.7428981796723999,0.3279802197177395,-0.9335413595418304,0.923992188780982,0.4944281766183333,0.4069097933999971,0.7518605268087402,0.0597958496660516,-0.2744561497713605,0.866038882410025,-0.6556228998607633,0.1663026767346227,1800000.0,0
Yangel Clemente Herrera Ravelo,94.0,359,0,43,14.0,30/06/2027,14/07/2023,,-0.5631270621747884,-0.5227967774069076,-0.4270714066112797,-0.1768716130181332,-0.4677429719217884,1.1382872693238526,0.740730146423381,1.242543747811272,0.8098200411938484,1.0195489772035218,1.1995974448377194,1.1448993591488068,0.7146103960959796,-0.1467018544026217,1.0543326457448956,0.5916916890169024,1.0594550060453902,1.149417911965646,0.7887764616546502,-0.7363309741932195,1.0359437090619172,0.6774454993039022,0.5175144494518188,20000000.0,1
Iván Martín Núñez,28.0,113,0,43,,30/06/2028,22/07/2023,,-0.2253280360758808,-0.5728526400243794,-0.3247576153385333,-0.5698614212349895,-0.5621881660154082,0.6189956318585909,0.5400845202251955,-0.7334320223853699,0.8098200411938484,-0.78706373047789,1.0569422023013637,-0.5636056536259225,0.659377513756231,0.5745676919749862,0.8805453697930107,1.2725362758068857,0.798436920987233,1.149417911965646,0.7401777541887437,1.111168323494216,0.7386102624211058,1.366702455690178,0.9857968130747468,10000000.0,0
Gabriel Osei Misehouy,69.0,280,0,43,,30/06/2028,10/07/2024,,-0.1770710323474654,-0.1724057390846044,-0.4270714066112797,-0.2751190650723473,-0.6094107630622181,-1.6312681304908767,0.740730146423381,-1.4861846967459953,0.240140631153095,-0.9591220835904054,0.201010747083228,-0.714356095929575,-0.0586499566605006,0.377857815690184,-0.9442210277017812,1.2725362758068857,-1.0286896744198677,0.0230053206877463,0.1083945571319581,-0.7363309741932195,-1.0878666240867352,1.636129429222647,0.2248379721874887,1000000.0,2
Jhon Elmer Solís Romero,16.0,82,0,43,6.0,30/06/2028,01/09/2023,-0.626719504580752,-0.2253280360758808,-0.1223498764671326,-0.5293851978840262,-0.3242427910994543,-0.5621881660154082,-0.5926848555603532,0.5400845202251955,0.2075088205654119,-0.6143784839080351,0.675432270978491,0.1296831258150501,0.1901465578923404,0.1070486903587451,-0.1467018544026217,0.6198644558651832,-0.478206947367357,-0.2456354192453958,0.3543031416518344,0.2541906795296779,-0.7363309741932195,0.5687054357692136,-1.2994343426391528,0.2248379721874887,3500000.0,0
arthur-melo,8.0,60,0,43,6.0,30/06/2025,01/02/2025,,-0.5631270621747884,-0.2224616017020763,-0.222443824065787,-0.3242427910994543,-0.2788525837345488,0.2728012068817497,-0.2624979845675464,-1.0157142752706043,-0.6143784839080351,-0.6150053773653745,0.9856145810331854,-0.362605063887719,0.9907748077947226,-0.2778417719258232,0.7936517318170682,-1.839896120947324,0.2764007508709185,1.281937040351281,0.93457258405237,0.1874186746504982,0.5687054357692136,-1.474724180841,1.044332108527613,5000000.0,0
Javier Guerra Moreno,28.0,113,0,101,14.0,30/06/2027,01/07/2023,-0.5260479963943305,-0.6113840659032037,-0.2725174643195482,-0.222443824065787,-0.3242427910994543,-0.184407389640929,0.0997039943933291,1.1420213988197518,0.3016029048604901,0.5249803361734717,0.073228035084687,1.0569422023013637,0.4916474424996455,0.4384459843972366,0.377857815690184,0.7936517318170682,1.2725362758068857,0.1458917083418399,0.7518605268087402,0.3999868019273976,-0.2744561497713605,0.7386102624211058,1.0539940406263888,0.6931203358104168,20000000.0,0
Enzo Alan Tomás Barrenechea,5.0,44,0,101,,30/06/2025,30/08/2024,-0.1001300771440858,-0.514870058446373,-0.4226850521719638,-0.1712869284294138,-0.4224902431536684,-0.5621881660154082,0.0997039943933291,0.740730146423381,-1.1098083595656825,-0.6143784839080351,-0.0988303180278283,0.7003040959604736,-0.6641059484950242,0.4936788667369852,-0.1467018544026217,0.750204912829097,1.2725362758068857,-0.3761444617744744,1.0168987835800107,0.4971842168592107,-0.2744561497713605,0.6961340557581328,1.4045737170300834,0.6345850403575508,7500000.0,0
Domingos André Ribeiro Almeida,72.0,292,0,101,,30/06/2028,25/08/2022,-0.2937291313487425,-0.5631270621747884,-0.4226850521719638,-0.2736007197021602,-0.4716139691807754,-0.6094107630622181,0.0997039943933291,0.33943889402701,-1.0157142752706043,-0.0446990738672816,-0.8730929070341477,1.0569422023013637,-0.6138558010604733,0.5489117490767338,0.5089977332133855,0.8805453697930107,-0.478206947367357,0.4069097933999971,0.8843796551943754,0.6429803392569305,-0.2744561497713605,0.5262292291062406,-0.5917827736020658,0.4004438585460868,8000000.0,0
Iván Jaime Pajuelo,28.0,113,0,101,,30/06/2025,03/02/2025,-0.1388498879850171,-0.4183560509895422,-0.1724057390846044,-0.3759145109749066,-0.3242427910994543,-0.5621881660154082,-0.0733932180950914,0.1387932678288245,0.1134147362703337,,-0.0128011414715706,0.5576488534241177,0.0896462630232386,0.6041446314164824,0.5089977332133855,-0.1187314669303276,,0.0153826658127613,0.420562705844652,0.6429803392569305,,-0.1958662841643011,,0.9272615176218808,7000000.0,0
Hugo Guillamón Sanmartín,28.0,113,0,101,,30/06/2026,01/07/2020,,-0.2253280360758808,-0.32257332693702,-0.222443824065787,-0.2259953390452402,-0.2316299866877389,-0.4195876430719326,-0.2624979845675464,-0.2629616009099789,-0.3295387788876583,-0.0128011414715706,0.1296831258150501,0.5921477373687473,-0.003417074320752,-0.5401216069722261,0.7936517318170682,0.2999011518211952,-0.6371625468326316,0.420562705844652,-0.2317963951293878,-0.7363309741932195,0.7810864690840789,-0.2985510072273707,0.9857968130747468,5000000.0,0
Martín Tejón Fauli,28.0,113,0,102,,30/06/2026,01/01/2023,,-0.4183560509895422,-0.5227967774069076,-0.4782283022476529,-0.1768716130181332,-0.3260751807813587,-2.1505597679561386,-0.4631436107657319,-2.80350187687709,,-1.7333846725967248,0.201010747083228,-0.8148563907986768,-0.3900472506989922,-0.4745516482106253,-1.0745614846656948,,-2.203271057181575,0.0230053206877463,-0.2317963951293878,,-0.7480569707829507,,0.1663026767346227,500000.0,2
